SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,SETTLE_PR,OPEN_INT,CHG_IN_OI,VOLUME,TRADE_DATE,UNDERLYING_PRICE,HIGH_PRICE,LOW_PRICE,OPEN_PRICE,CLOSE_PRICE,LAST_PRICE
FINNIFTY,28-08-2025,23700.0,CE,2688.3,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,3294.05,0.0
FINNIFTY,28-08-2025,24000.0,CE,2390.0,2210,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2875.0,2875.0
FINNIFTY,28-08-2025,24700.0,CE,1703.5,130,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1415.7,1415.7
FINNIFTY,28-08-2025,24950.0,CE,1466.7,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1872.3,0.0
FINNIFTY,28-08-2025,25500.0,CE,981.65,1365,0,0,14-08-2025,26333.45,0.0,0.0,0.0,862.15,862.15
FINNIFTY,28-08-2025,25900.0,CE,678.8,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1629.8,0.0
FINNIFTY,28-08-2025,26350.0,CE,260.0,18980,3120,4234,14-08-2025,26333.45,294.05,233.0,240.55,260.0,247.0
FINNIFTY,28-08-2025,27350.0,CE,87.65,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,326.2,0.0
FINNIFTY,30-09-2025,25000.0,CE,1706.55,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2868.6,0.0
FINNIFTY,28-10-2025,26800.0,PE,964.7,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,878.75,0.0
FINNIFTY,28-10-2025,26600.0,PE,861.4,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,787.35,0.0
FINNIFTY,28-10-2025,26300.0,PE,719.6,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,661.9,0.0
FINNIFTY,28-10-2025,25900.0,PE,554.75,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,516.1,0.0
FINNIFTY,28-10-2025,27700.0,PE,1512.1,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1365.9,0.0
FINNIFTY,28-10-2025,26500.0,PE,812.45,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,744.0,0.0
FINNIFTY,28-10-2025,26200.0,PE,675.8,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,623.2,0.0
FINNIFTY,28-10-2025,25200.0,PE,332.3,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,317.3,0.0
FINNIFTY,28-10-2025,24500.0,PE,181.45,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,181.05,0.0
FINNIFTY,28-10-2025,24200.0,PE,136.05,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,138.8,0.0
FINNIFTY,30-09-2025,27500.0,PE,1294.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1013.25,0.0
FINNIFTY,30-09-2025,27400.0,PE,1224.5,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,965.4,0.0
FINNIFTY,30-09-2025,27200.0,PE,1090.7,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,873.95,0.0
FINNIFTY,30-09-2025,24500.0,PE,98.65,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,147.15,0.0
FINNIFTY,28-08-2025,29200.0,PE,2800.5,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2581.3,0.0
FINNIFTY,28-08-2025,27500.0,PE,1169.4,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1395.05,0.0
FINNIFTY,28-08-2025,27300.0,PE,999.95,195,0,0,14-08-2025,26333.45,0.0,0.0,0.0,752.8,752.8
FINNIFTY,28-08-2025,27150.0,PE,879.45,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,773.1,0.0
FINNIFTY,28-08-2025,26650.0,PE,384.85,4485,-65,2,14-08-2025,26333.45,388.95,384.85,388.95,384.85,384.85
FINNIFTY,28-08-2025,23900.0,CE,2489.3,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,3121.6,0.0
FINNIFTY,28-08-2025,25550.0,CE,941.05,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1359.7,0.0
FINNIFTY,28-08-2025,25950.0,CE,644.9,455,0,0,14-08-2025,26333.45,0.0,0.0,0.0,441.25,433.05
FINNIFTY,28-08-2025,26100.0,PE,123.85,18135,7605,521,14-08-2025,26333.45,136.05,114.0,136.05,123.85,125.35
FINNIFTY,28-08-2025,25100.0,PE,17.2,6955,-715,37,14-08-2025,26333.45,18.35,14.95,17.65,17.2,17.95
FINNIFTY,28-08-2025,25000.0,PE,14.75,68120,12350,361,14-08-2025,26333.45,16.05,13.75,15.35,14.75,15.2
FINNIFTY,28-08-2025,24600.0,PE,8.9,9685,2405,124,14-08-2025,26333.45,13.3,6.75,9.55,8.9,9.25
FINNIFTY,28-08-2025,24500.0,PE,7.45,27755,10725,376,14-08-2025,26333.45,10.0,5.6,10.0,7.45,8.0
FINNIFTY,28-10-2025,27700.0,CE,490.6,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,724.85,0.0
